UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
Q13191	Q9UJM3	CBLB	ERRFI
Q13191	P62993	CBLB	GRB2
Q13191	Q16695	CBLB	H31T
Q13191	P46940	CBLB	IQGA1
Q13191	Q04695	CBLB	K1C17
Q13191	P05783	CBLB	K1C18
Q13191	P08729	CBLB	K2C7
Q13191	P05787	CBLB	K2C8
Q13191	Q6WCQ1	CBLB	MPRIP
Q13191	P00403	CBLB	COX2
Q13191	P27986	CBLB	P85A
Q13191	O00459	CBLB	P85B
Q13191	Q15149	CBLB	PLEC
Q13191	Q06124	CBLB	PTN11
Q13191	Q9H0H5	CBLB	RGAP1
Q13191	P29353	CBLB	SHC1
Q13191	Q2TAY7	CBLB	SMU1
Q13191	P62316	CBLB	SMD2
Q13191	Q07889	CBLB	SOS1
Q13191	Q07890	CBLB	SOS2
Q13191	P0CG47	CBLB	UBB
Q13191	P52735	CBLB	VAV2
Q13191	Q9UKW4	CBLB	VAV3
Q13191	P63104	CBLB	1433Z
Q9ULV8	P46108	CBLC	CRK
Q9ULV8	P00533	CBLC	EGFR
Q9ULV8	P62993	CBLC	GRB2
Q9ULV8	O43597	CBLC	SPY2
Q6P1N0	P31749	C2D1A	AKT1
Q6P1N0	P00533	C2D1A	EGFR
Q6P1N0	O15530	C2D1A	PDPK1
P13987	O95782	CD59	AP2A1
P13987	P63010	CD59	AP2B1
P13987	P53680	CD59	AP2S1
P13987	Q13191	CD59	CBLB
P13987	P00533	CD59	EGFR
P13987	P58107	CD59	EPIPL
P13987	P62993	CD59	GRB2
P13987	Q16695	CD59	H31T
P13987	P46940	CD59	IQGA1
P13987	Q04695	CD59	K1C17
P13987	P05783	CD59	K1C18
P13987	P08729	CD59	K2C7
P13987	P05787	CD59	K2C8
P13987	Q6WCQ1	CD59	MPRIP
P13987	Q15149	CD59	PLEC
P13987	Q06124	CD59	PTN11
P13987	Q9H0H5	CD59	RGAP1
P13987	P29353	CD59	SHC1
P13987	Q2TAY7	CD59	SMU1
P13987	P62316	CD59	SMD2
P13987	Q07889	CD59	SOS1
P13987	P52735	CD59	VAV2
P13987	Q9UKW4	CD59	VAV3
P60953	Q13233	CDC42	M3K1
P60953	Q9Y6R4	CDC42	M3K4
P60953	Q07912	CDC42	ACK1
P12830	Q03135	CADH1	CAV1
Q00535	O14939	CDK5	PLD2
Q00535	O14939	CDK5	PLD2
Q16667	P05412	CDKN3	JUN
P13688	P29353	CEAM1	SHC1
P49715	P01106	CEBPA	MYC
P17676	P01106	CEBPB	MYC
P46108	P22681	CRK	CBL
P46108	Q9ULV8	CRK	CBLC
P46108	P00533	CRK	EGFR
P46108	P62993	CRK	GRB2
P46108	P45983	CRK	MK08
P46108	Q96D71	CRK	REPS1
P46108	Q07889	CRK	SOS1
P46109	P22681	CRKL	CBL
P41240	P00533	CSK	EGFR
O60716	P29350	CTND1	PTN6
Q05193	Q03135	DYN1	CAV1
Q05193	P19174	DYN1	PLCG1
Q05193	Q99963	DYN1	SH3G3
Q05193	P12931	DYN1	SRC
O60496	P00533	DOK2	EGFR
O60496	P16333	DOK2	NCK1
O60496	P20936	DOK2	RASA1
P68104	O75312	EF1A1	ZPR1
P01133	P62736	EGF	ACTA
P01133	P36542	EGF	ATPG
P01133	P22681	EGF	CBL
P01133	Q13191	EGF	CBLB
P01133	P00533	EGF	EGFR
P01133	Q9UJM3	EGF	ERRFI
P01133	P62993	EGF	GRB2
P01133	P00403	EGF	COX2
P01133	P27986	EGF	P85A
P01133	O00459	EGF	P85B
P01133	P29353	EGF	SHC1
P01133	P62316	EGF	SMD2
P01133	Q07889	EGF	SOS1
P01133	Q07890	EGF	SOS2
P01133	P0CG47	EGF	UBB
P01133	P52735	EGF	VAV2
P01133	P63104	EGF	1433Z
P00533	P62736	EGFR	ACTA
P00533	P25098	EGFR	ARBK1
P00533	P31749	EGFR	AKT1
P00533	O95782	EGFR	AP2A1
P00533	P63010	EGFR	AP2B1
P00533	P53680	EGFR	AP2S1
P00533	P18085	EGFR	ARF4
P00533	P36542	EGFR	ATPG
P00533	Q99700	EGFR	ATX2
P00533	Q03135	EGFR	CAV1
P00533	P22681	EGFR	CBL
P00533	Q13191	EGFR	CBLB
P00533	Q9ULV8	EGFR	CBLC
P00533	Q6P1N0	EGFR	C2D1A
P00533	P13987	EGFR	CD59
P00533	P13688	EGFR	CEAM1
P00533	P46108	EGFR	CRK
P00533	P46108	EGFR	CRK
P00533	P41240	EGFR	CSK
P00533	O60496	EGFR	DOK2
P00533	P01133	EGFR	EGF
P00533	P58107	EGFR	EPIPL
P00533	P42566	EGFR	EPS15
P00533	P42566	EGFR	EPS15
P00533	Q12929	EGFR	EPS8
P00533	Q12929	EGFR	EPS8
P00533	P04626	EGFR	ERBB2
P00533	P21860	EGFR	ERBB3
P00533	Q9UJM3	EGFR	ERRFI
P00533	Q8WU20	EGFR	FRS2
P00533	Q13480	EGFR	GAB1
P00533	Q13480	EGFR	GAB1
P00533	Q9H706	EGFR	GARE1
P00533	Q13322	EGFR	GRB10
P00533	P62993	EGFR	GRB2
P00533	P62993	EGFR	GRB2
P00533	Q16695	EGFR	H31T
P00533	P42858	EGFR	HD
P00533	Q8NFM7	EGFR	I17RD
P00533	O15357	EGFR	SHIP2
P00533	P46940	EGFR	IQGA1
P00533	P23458	EGFR	JAK1
P00533	O60674	EGFR	JAK2
P00533	Q04695	EGFR	K1C17
P00533	P05783	EGFR	K1C18
P00533	P08729	EGFR	K2C7
P00533	P05787	EGFR	K2C8
P00533	Q02750	EGFR	MP2K1
P00533	Q99558	EGFR	M3K14
P00533	P28482	EGFR	MK01
P00533	Q6WCQ1	EGFR	MPRIP
P00533	P00403	EGFR	COX2
P00533	P16333	EGFR	NCK1
P00533	O43639	EGFR	NCK2
P00533	Q13153	EGFR	PAK1
P00533	O15530	EGFR	PDPK1
P00533	O00750	EGFR	P3C2B
P00533	P27986	EGFR	P85A
P00533	O00459	EGFR	P85B
P00533	Q00169	EGFR	PIPNA
P00533	P19174	EGFR	PLCG1
P00533	P19174	EGFR	PLCG1
P00533	Q13393	EGFR	PLD1
P00533	O14939	EGFR	PLD2
P00533	O14939	EGFR	PLD2
P00533	Q15149	EGFR	PLEC
P00533	O15162	EGFR	PLS1
P00533	Q06190	EGFR	P2R3A
P00533	P10644	EGFR	KAP0
P00533	P17252	EGFR	KPCA
P00533	Q05655	EGFR	KPCD
P00533	Q05397	EGFR	FAK1
P00533	Q13882	EGFR	PTK6
P00533	P18031	EGFR	PTN1
P00533	Q06124	EGFR	PTN11
P00533	P29350	EGFR	PTN6
P00533	P29350	EGFR	PTN6
P00533	Q9H0H5	EGFR	RGAP1
P00533	P20936	EGFR	RASA1
P00533	P20936	EGFR	RASA1
P00533	O15492	EGFR	RGS16
P00533	O15492	EGFR	RGS16
P00533	Q13546	EGFR	RIPK1
P00533	O75368	EGFR	SH3L1
P00533	P29353	EGFR	SHC1
P00533	P29353	EGFR	SHC1
P00533	Q2TAY7	EGFR	SMU1
P00533	P62316	EGFR	SMD2
P00533	O15524	EGFR	SOCS1
P00533	O14543	EGFR	SOCS3
P00533	Q07889	EGFR	SOS1
P00533	Q07890	EGFR	SOS2
P00533	P12931	EGFR	SRC
P00533	O95630	EGFR	STABP
P00533	P42224	EGFR	STAT1
P00533	P42224	EGFR	STAT1
P00533	P40763	EGFR	STAT3
P00533	P40763	EGFR	STAT3
P00533	P42229	EGFR	STA5A
P00533	P51692	EGFR	STA5B
P00533	P51692	EGFR	STA5B
P00533	Q07912	EGFR	ACK1
P00533	P0CG47	EGFR	UBB
P00533	P15498	EGFR	VAV
P00533	P52735	EGFR	VAV2
P00533	P52735	EGFR	VAV2
P00533	Q9UKW4	EGFR	VAV3
P00533	P63104	EGFR	1433Z
P19419	P28482	ELK1	MK01
P19419	P27361	ELK1	MK03
Q9Y6I3	O95782	EPN1	AP2A1
Q9Y6I3	Q9UBC2	EPN1	EP15R
P58107	O95782	EPIPL	AP2A1
P58107	P63010	EPIPL	AP2B1
P58107	P53680	EPIPL	AP2S1
P58107	Q13191	EPIPL	CBLB
P58107	P13987	EPIPL	CD59
P58107	P00533	EPIPL	EGFR
P58107	P62993	EPIPL	GRB2
P58107	Q16695	EPIPL	H31T
P58107	P46940	EPIPL	IQGA1
P58107	Q04695	EPIPL	K1C17
P58107	P05783	EPIPL	K1C18
P58107	P08729	EPIPL	K2C7
P58107	P05787	EPIPL	K2C8
P58107	Q6WCQ1	EPIPL	MPRIP
P58107	Q15149	EPIPL	PLEC
P58107	Q06124	EPIPL	PTN11
P58107	Q9H0H5	EPIPL	RGAP1
P58107	P29353	EPIPL	SHC1
P58107	Q2TAY7	EPIPL	SMU1
P58107	P62316	EPIPL	SMD2
P58107	Q07889	EPIPL	SOS1
P58107	P52735	EPIPL	VAV2
P58107	Q9UKW4	EPIPL	VAV3
P42566	O95782	EPS15	AP2A1
P42566	P00533	EPS15	EGFR
Q9UBC2	Q9Y6I3	EP15R	EPN1
Q12929	Q8IZP0	EPS8	ABI1
Q12929	P00533	EPS8	EGFR
Q12929	P29353	EPS8	SHC1
Q12929	Q92738	EPS8	US6NL
P04626	P00533	ERBB2	EGFR
Q9UJM3	P62736	ERRFI	ACTA
Q9UJM3	P36542	ERRFI	ATPG
Q9UJM3	P22681	ERRFI	CBL
Q9UJM3	Q13191	ERRFI	CBLB
Q9UJM3	P01133	ERRFI	EGF
Q9UJM3	P00533	ERRFI	EGFR
Q9UJM3	P62993	ERRFI	GRB2
Q9UJM3	P00403	ERRFI	COX2
Q9UJM3	P27986	ERRFI	P85A
Q9UJM3	O00459	ERRFI	P85B
Q9UJM3	P29353	ERRFI	SHC1
Q9UJM3	P62316	ERRFI	SMD2
Q9UJM3	Q07889	ERRFI	SOS1
Q9UJM3	Q07890	ERRFI	SOS2
Q9UJM3	P0CG47	ERRFI	UBB
Q9UJM3	P52735	ERRFI	VAV2
Q9UJM3	P63104	ERRFI	1433Z
O75955	Q14254	FLOT1	FLOT2
Q14254	O75955	FLOT2	FLOT1
P01100	P05412	FOS	JUN
P01100	P17535	FOS	JUND
Q8WU20	P00533	FRS2	EGFR
Q8WU20	P62993	FRS2	GRB2
Q8WU20	Q06124	FRS2	PTN11
O43559	P28482	FRS3	MK01
Q13480	P00533	GAB1	EGFR
Q13480	Q9H706	GAB1	GARE1
Q13480	P62993	GAB1	GRB2
Q13480	P42336	GAB1	PK3CA
Q13480	P42338	GAB1	PK3CB
Q13480	O00329	GAB1	PK3CD
Q13480	P48736	GAB1	PK3CG
Q13480	P27986	GAB1	P85A
Q13480	O00459	GAB1	P85B
Q13480	Q92569	GAB1	P55G
Q13480	P19174	GAB1	PLCG1
Q13480	Q06124	GAB1	PTN11
Q13480	P49023	GAB1	PAXI
Q9UQC2	P62993	GAB2	GRB2
Q9UQC2	P27986	GAB2	P85A
Q9UQC2	Q06124	GAB2	PTN11
Q9UQC2	P12931	GAB2	SRC
Q9H706	P00533	GARE1	EGFR
Q9H706	Q13480	GARE1	GAB1
Q9H706	P62993	GARE1	GRB2
Q9H706	Q06124	GARE1	PTN11
Q9Y2X7	P19174	GIT1	PLCG1
P17302	Q13164	CXA1	MK07
Q13322	P00533	GRB10	EGFR
Q13322	Q99558	GRB10	M3K14
Q14449	Q99558	GRB14	M3K14
P62993	P62736	GRB2	ACTA
P62993	O95782	GRB2	AP2A1
P62993	P63010	GRB2	AP2B1
P62993	P53680	GRB2	AP2S1
P62993	P36542	GRB2	ATPG
P62993	P22681	GRB2	CBL
P62993	Q13191	GRB2	CBLB
P62993	Q9ULV8	GRB2	CBLC
P62993	P13987	GRB2	CD59
P62993	P46108	GRB2	CRK
P62993	P01133	GRB2	EGF
P62993	P00533	GRB2	EGFR
P62993	P58107	GRB2	EPIPL
P62993	Q9UJM3	GRB2	ERRFI
P62993	Q8WU20	GRB2	FRS2
P62993	Q13480	GRB2	GAB1
P62993	Q9UQC2	GRB2	GAB2
P62993	Q9H706	GRB2	GARE1
P62993	Q16695	GRB2	H31T
P62993	P42858	GRB2	HD
P62993	P46940	GRB2	IQGA1
P62993	Q04695	GRB2	K1C17
P62993	P05783	GRB2	K1C18
P62993	P08729	GRB2	K2C7
P62993	P05787	GRB2	K2C8
P62993	Q13233	GRB2	M3K1
P62993	Q92918	GRB2	M4K1
P62993	Q6WCQ1	GRB2	MPRIP
P62993	P00403	GRB2	COX2
P62993	Q13153	GRB2	PAK1
P62993	O00750	GRB2	P3C2B
P62993	P27986	GRB2	P85A
P62993	O00459	GRB2	P85B
P62993	Q15149	GRB2	PLEC
P62993	P10644	GRB2	KAP0
P62993	Q06124	GRB2	PTN11
P62993	Q05209	GRB2	PTN12
P62993	Q9H0H5	GRB2	RGAP1
P62993	Q96D71	GRB2	REPS1
P62993	Q8NFH8	GRB2	REPS2
P62993	P29353	GRB2	SHC1
P62993	Q2TAY7	GRB2	SMU1
P62993	P62316	GRB2	SMD2
P62993	Q07889	GRB2	SOS1
P62993	Q07890	GRB2	SOS2
P62993	Q07912	GRB2	ACK1
P62993	P0CG47	GRB2	UBB
P62993	P52735	GRB2	VAV2
P62993	Q9UKW4	GRB2	VAV3
P62993	P63104	GRB2	1433Z
Q14451	Q03135	GRB7	CAV1
Q14451	Q99558	GRB7	M3K14
O14929	Q16695	HAT1	H31T
Q13547	Q15583	HDAC1	TGIF1
O00291	P42858	HIP1	HD
Q16695	O95782	H31T	AP2A1
Q16695	P63010	H31T	AP2B1
Q16695	P53680	H31T	AP2S1
Q16695	Q13191	H31T	CBLB
Q16695	P13987	H31T	CD59
Q16695	P00533	H31T	EGFR
Q16695	P58107	H31T	EPIPL
Q16695	P62993	H31T	GRB2
Q16695	P46940	H31T	IQGA1
Q16695	Q04695	H31T	K1C17
Q16695	P05783	H31T	K1C18
Q16695	P08729	H31T	K2C7
Q16695	P05787	H31T	K2C8
Q16695	Q6WCQ1	H31T	MPRIP
Q16695	Q15149	H31T	PLEC
Q16695	Q06124	H31T	PTN11
Q16695	Q9H0H5	H31T	RGAP1
Q16695	P29353	H31T	SHC1
Q16695	Q2TAY7	H31T	SMU1
Q16695	P62316	H31T	SMD2
Q16695	Q07889	H31T	SOS1
Q16695	P52735	H31T	VAV2
Q16695	Q9UKW4	H31T	VAV3
P01112	Q13233	RASH	M3K1
P01112	Q9P212	RASH	PLCE1
P01112	P04049	RASH	RAF1
P01112	Q12967	RASH	GNDS
P34932	Q06124	HSP74	PTN11
P42858	P00533	HD	EGFR
P42858	P62993	HD	GRB2
P42858	O00291	HD	HIP1
P42858	P20936	HD	RASA1
Q8NFM7	P00533	I17RD	EGFR
O15357	P00533	SHIP2	EGFR
O15357	Q06190	SHIP2	P2R3A
O15357	P29353	SHIP2	SHC1
P46940	O95782	IQGA1	AP2A1
P46940	P63010	IQGA1	AP2B1
P46940	P53680	IQGA1	AP2S1
P46940	P15056	IQGA1	BRAF
P46940	Q13191	IQGA1	CBLB
P46940	P13987	IQGA1	CD59
P46940	P00533	IQGA1	EGFR
P46940	P58107	IQGA1	EPIPL
P46940	P62993	IQGA1	GRB2
P46940	Q16695	IQGA1	H31T
P46940	Q04695	IQGA1	K1C17
P46940	P05783	IQGA1	K1C18
P46940	P08729	IQGA1	K2C7
P46940	P05787	IQGA1	K2C8
P46940	Q6WCQ1	IQGA1	MPRIP
P46940	Q15149	IQGA1	PLEC
P46940	Q06124	IQGA1	PTN11
P46940	Q9H0H5	IQGA1	RGAP1
P46940	P29353	IQGA1	SHC1
P46940	Q2TAY7	IQGA1	SMU1
P46940	P62316	IQGA1	SMD2
P46940	Q07889	IQGA1	SOS1
P46940	P52735	IQGA1	VAV2
P46940	Q9UKW4	IQGA1	VAV3
Q96J02	Q99962	ITCH	SH3G2
P23458	P42224	JAK1	STAT1
P23458	P40763	JAK1	STAT3
O60674	Q05209	JAK2	PTN12
O60674	P42224	JAK2	STAT1
O60674	P40763	JAK2	STAT3
P05412	P01100	JUN	FOS
P05412	P28482	JUN	MK01
P05412	P27361	JUN	MK03
P05412	P08047	JUN	SP1
P17535	P01100	JUND	FOS
P17535	P27361	JUND	MK03
P01116	P15056	RASK	BRAF
Q04695	O95782	K1C17	AP2A1
Q04695	P63010	K1C17	AP2B1
Q04695	P53680	K1C17	AP2S1
Q04695	Q13191	K1C17	CBLB
Q04695	P13987	K1C17	CD59
Q04695	P00533	K1C17	EGFR
Q04695	P58107	K1C17	EPIPL
Q04695	P62993	K1C17	GRB2
Q04695	Q16695	K1C17	H31T
Q04695	P46940	K1C17	IQGA1
Q04695	P05783	K1C17	K1C18
Q04695	P08729	K1C17	K2C7
Q04695	P05787	K1C17	K2C8
Q04695	Q6WCQ1	K1C17	MPRIP
Q04695	Q15149	K1C17	PLEC
Q04695	Q06124	K1C17	PTN11
Q04695	Q9H0H5	K1C17	RGAP1
Q04695	P29353	K1C17	SHC1
Q04695	Q2TAY7	K1C17	SMU1
Q04695	P62316	K1C17	SMD2
Q04695	Q07889	K1C17	SOS1
Q04695	P52735	K1C17	VAV2
Q04695	Q9UKW4	K1C17	VAV3
P05783	O95782	K1C18	AP2A1
P05783	P63010	K1C18	AP2B1
P05783	P53680	K1C18	AP2S1
P05783	Q13191	K1C18	CBLB
P05783	P13987	K1C18	CD59
P05783	P00533	K1C18	EGFR
P05783	P58107	K1C18	EPIPL
P05783	P62993	K1C18	GRB2
P05783	Q16695	K1C18	H31T
P05783	P46940	K1C18	IQGA1
P05783	Q04695	K1C18	K1C17
P05783	P08729	K1C18	K2C7
P05783	P05787	K1C18	K2C8
P05783	Q6WCQ1	K1C18	MPRIP
P05783	Q15149	K1C18	PLEC
P05783	Q06124	K1C18	PTN11
P05783	Q9H0H5	K1C18	RGAP1
P05783	P29353	K1C18	SHC1
P05783	Q2TAY7	K1C18	SMU1
P05783	P62316	K1C18	SMD2
P05783	Q07889	K1C18	SOS1
P05783	P52735	K1C18	VAV2
P05783	Q9UKW4	K1C18	VAV3
P08729	O95782	K2C7	AP2A1
P08729	P63010	K2C7	AP2B1
P08729	P53680	K2C7	AP2S1
P08729	Q13191	K2C7	CBLB
P08729	P13987	K2C7	CD59
P08729	P00533	K2C7	EGFR
P08729	P58107	K2C7	EPIPL
P08729	P62993	K2C7	GRB2
P08729	Q16695	K2C7	H31T
P08729	P46940	K2C7	IQGA1
P08729	Q04695	K2C7	K1C17
P08729	P05783	K2C7	K1C18
P08729	P05787	K2C7	K2C8
P08729	Q6WCQ1	K2C7	MPRIP
P08729	Q15149	K2C7	PLEC
P08729	Q06124	K2C7	PTN11
P08729	Q9H0H5	K2C7	RGAP1
P08729	P29353	K2C7	SHC1
P08729	Q2TAY7	K2C7	SMU1
P08729	P62316	K2C7	SMD2
P08729	Q07889	K2C7	SOS1
P08729	P52735	K2C7	VAV2
P08729	Q9UKW4	K2C7	VAV3
P05787	O95782	K2C8	AP2A1
P05787	P63010	K2C8	AP2B1
P05787	P53680	K2C8	AP2S1
P05787	Q13191	K2C8	CBLB
P05787	P13987	K2C8	CD59
P05787	P00533	K2C8	EGFR
P05787	P58107	K2C8	EPIPL
P05787	P62993	K2C8	GRB2
P05787	Q16695	K2C8	H31T
P05787	P46940	K2C8	IQGA1
P05787	Q04695	K2C8	K1C17
P05787	P05783	K2C8	K1C18
P05787	P08729	K2C8	K2C7
P05787	Q6WCQ1	K2C8	MPRIP
P05787	Q15149	K2C8	PLEC
P05787	Q06124	K2C8	PTN11
P05787	Q9H0H5	K2C8	RGAP1
P05787	P29353	K2C8	SHC1
P05787	Q2TAY7	K2C8	SMU1
P05787	P62316	K2C8	SMD2
P05787	Q07889	K2C8	SOS1
P05787	P52735	K2C8	VAV2
P05787	Q9UKW4	K2C8	VAV3
Q8IVT5	P04049	KSR1	RAF1
Q02750	P00533	MP2K1	EGFR
Q02750	Q13233	MP2K1	M3K1
Q02750	P28482	MP2K1	MK01
Q02750	P28482	MP2K1	MK01
Q02750	Q16539	MP2K1	MK14
Q02750	P27361	MP2K1	MK03
Q02750	P27361	MP2K1	MK03
Q02750	P30086	MP2K1	PEBP1
Q02750	P04049	MP2K1	RAF1
P36507	P28482	MP2K2	MK01
P36507	P28482	MP2K2	MK01
P36507	P27361	MP2K2	MK03
P36507	P27361	MP2K2	MK03
P46734	P27361	MP2K3	MK03
Q13163	Q99759	MP2K5	M3K3
Q13163	Q13164	MP2K5	MK07
Q13163	P41743	MP2K5	KPCI
Q13163	Q05513	MP2K5	KPCZ
O14733	P45983	MP2K7	MK08
Q13233	P60953	M3K1	CDC42
Q13233	P62993	M3K1	GRB2
Q13233	P01112	M3K1	RASH
Q13233	Q02750	M3K1	MP2K1
Q13233	P63000	M3K1	RAC1
Q13233	P29353	M3K1	SHC1
Q99558	P00533	M3K14	EGFR
