UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
Q92529	P22001	SHC3	KCNA3
Q92529	Q16620	SHC3	NTRK2
Q6S5L8	P62993	SHC4	GRB2
Q6S5L8	Q16620	SHC4	NTRK2
P78324	Q06124	SHPS1	PTN11
Q99523	P23560	SORT	BDNF
Q13501	Q16620	SQSTM	NTRK2
Q13501	Q9Y4K3	SQSTM	TRAF6
Q13009	Q16620	TIAM1	NTRK2
Q13009	P63000	TIAM1	RAC1
Q9Y4K3	P08138	TRAF6	TNR16
Q9Y4K3	Q16620	TRAF6	NTRK2
Q9Y4K3	Q16620	TRAF6	NTRK2
Q9Y4K3	Q13501	TRAF6	SQSTM
P52735	Q16620	VAV2	NTRK2
Q9UKW4	Q16620	VAV3	NTRK2
