UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P27986	Q06124	P85A	PTN11
P27986	P42680	P85A	TEC
O00459	P22681	P85B	CBL
O00459	O00329	P85B	PK3CD
O00459	P27986	P85B	P85A
O00459	Q06124	P85B	PTN11
Q9UKJ0	Q06124	PILRB	PTN11
Q9UKJ0	P29350	PILRB	PTN6
P67775	O60674	PP2AA	JAK2
P67775	P42229	PP2AA	STA5A
P67775	P51692	PP2AA	STA5B
Q08209	Q9UQC2	PP2BA	GAB2
P17612	Q92934	KAPCA	BAD
P17612	P10415	KAPCA	BCL2
P17612	P04049	KAPCA	RAF1
P05771	P32927	KPCB	IL3RB
Q05397	P49023	FAK1	PAXI
Q06124	P46109	PTN11	CRKL
Q06124	P32927	PTN11	IL3RB
Q06124	P32927	PTN11	IL3RB
Q06124	Q13480	PTN11	GAB1
Q06124	Q9UQC2	PTN11	GAB2
Q06124	Q9UQC2	PTN11	GAB2
Q06124	P62993	PTN11	GRB2
Q06124	Q92835	PTN11	SHIP1
Q06124	P27986	PTN11	P85A
Q06124	O00459	PTN11	P85B
Q06124	Q9UKJ0	PTN11	PILRB
Q06124	Q07889	PTN11	SOS1
Q06124	P42229	PTN11	STA5A
Q06124	P51692	PTN11	STA5B
P29350	P32927	PTN6	IL3RB
P29350	P32927	PTN6	IL3RB
P29350	Q9UQC2	PTN6	GAB2
P29350	Q9UKJ0	PTN6	PILRB
P08575	Q99704	PTPRC	DOK1
P49023	Q05397	PAXI	FAK1
P49023	P18206	PAXI	VINC
P04049	Q92934	RAF1	BAD
P04049	Q02750	RAF1	MP2K1
Q13905	P46109	RPGF1	CRKL
Q13905	P29353	RPGF1	SHC1
P10276	P19793	RARA	RXRA
P10276	P42229	RARA	STA5A
P19793	P10276	RXRA	RARA
P19793	P42229	RXRA	STA5A
P29353	P46109	SHC1	CRKL
P29353	P32927	SHC1	IL3RB
P29353	Q9UQC2	SHC1	GAB2
P29353	P62993	SHC1	GRB2
P29353	Q92835	SHC1	SHIP1
P29353	Q13905	SHC1	RPGF1
P29353	Q07889	SHC1	SOS1
O14508	O14543	SOCS2	SOCS3
O14543	O14508	SOCS3	SOCS2
Q07889	P62993	SOS1	GRB2
Q07889	Q06124	SOS1	PTN11
Q07889	P29353	SOS1	SHC1
P12931	P40763	SRC	STAT3
P12931	P40763	SRC	STAT3
P40763	P12931	STAT3	SRC
P42229	P67775	STA5A	PP2AA
P42229	P10276	STA5A	RARA
P42229	P19793	STA5A	RXRA
P51692	P67775	STA5B	PP2AA
P43405	P32927	KSYK	IL3RB
P43405	Q9UQC2	KSYK	GAB2
P43405	P07948	KSYK	LYN
P42680	O60674	TEC	JAK2
P42680	P27986	TEC	P85A
P42680	P15498	TEC	VAV
P42680	P15498	TEC	VAV
P15498	P62993	VAV	GRB2
P15498	P42680	VAV	TEC
P18206	P49023	VINC	PAXI
P31946	O43521	1433B	B2L11
P27348	Q92934	1433T	BAD
P63104	P32927	1433Z	IL3RB
