UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P42224	P40189	STAT1	IL6RB
P42224	P40763	STAT1	STAT3
P40763	P10275	STAT3	ANDR
P40763	P17676	STAT3	CEBPB
P40763	Q92793	STAT3	CBP
P40763	Q9UER7	STAT3	DAXX
P40763	P01100	STAT3	FOS
P40763	Q13547	STAT3	HDAC1
P40763	P20823	STAT3	HNF1A
P40763	P07900	STAT3	HS90A
P40763	P40189	STAT3	IL6RB
P40763	P05412	STAT3	JUN
P40763	O43318	STAT3	M3K7
P40763	P27361	STAT3	MK03
P40763	Q15788	STAT3	NCOA1
P40763	Q9UBE8	STAT3	NLK
P40763	Q9Y6X2	STAT3	PIAS3
P40763	P27986	STAT3	P85A
P40763	O00459	STAT3	P85B
P40763	Q05655	STAT3	KPCD
P40763	Q06124	STAT3	PTN11
P40763	P42224	STAT3	STAT1
P29597	Q06124	TYK2	PTN11
P15498	P62993	VAV	GRB2
P15498	P40189	VAV	IL6RB
P15498	P28482	VAV	MK01
P15498	P63000	VAV	RAC1
