UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P42229	Q06124	STA5A	PTN11
P42229	O14512	STA5A	SOCS7
P42229	P51692	STA5A	STA5B
P42229	P10828	STA5A	THB
P51692	O60674	STA5B	JAK2
P51692	Q13469	STA5B	NFAC2
P51692	P18031	STA5B	PTN1
P51692	O14512	STA5B	SOCS7
P51692	P42229	STA5B	STA5A
P42680	P16471	TEC	PRLR
P42680	P15498	TEC	VAV
P10828	P42229	THB	STA5A
P15498	P51956	VAV	NEK3
P15498	P16471	VAV	PRLR
P15498	P42680	VAV	TEC
P15498	P43403	VAV	ZAP70
P52735	P51956	VAV2	NEK3
P52735	P16471	VAV2	PRLR
P61981	P16471	1433G	PRLR
P63104	P16471	1433Z	PRLR
P43403	P16471	ZAP70	PRLR
P43403	P15498	ZAP70	VAV
